PART NUMBER,FAMILIA,TIPO,CLASSE,LARGURA,ORGANIZACAO,PROVA,EMPILHADO,CAPACIDADE,CONFIDENCE,REVIEW,FONTE,OBS
MT29F512G08EBHBFJ4-R:B,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,64GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F512G08EBHBFJ4-T:B,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,64GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F512G08EBLCEJ4-R:C,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,64GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F512G08EBLCEJ4-T:C,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,64GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F512G08EBLEEJ4-R:E,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,64GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F512G08EBLEEJ4-T:E,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,64GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F512G08EBLGEJ4-ITF:G,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,64GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F512G08EBLGEJ4-ITFES:G,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,64GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F512G08EEHAFJ4-3R:A,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,64GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F512G08EMCBBJ5-6:B,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,64GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F64G08ABCBBH6-6IT:B,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,8GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F64G08AECABH1-10ITZ:A,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,8GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F64G08AECABH1-10Z:A,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,8GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F64G08AFAAAWP-ITZ:A,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,8GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F64G08CBCBBH1-10:B,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,8GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F64G08CBCDBJ4-6R:D,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,8GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F64G08CBCGBJ4-5M:G,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,8GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F64G08CBCGBSX-37B:G,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,8GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F64G08CBCGBWP-B:G,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,8GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F64G08CEAAAC5-IT:A,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,8GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F64G08CEAAAC5:A,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,8GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F64G08CEABAC5-IT:B,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,8GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F64G08CECBBH1-12:B,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,8GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29F64G08CECBBH1-12P:B,MT2,NAND Flash,nand_raw,,,NAO IDENTIFICADO,,8GB,confirmed,approved,,familia MT2 sem corroboracao suficiente (precisa de 5 concordancias e 2 larguras); a regra sugere x8
MT29GZ5A3BPGGA-046AAT.87K,MT2,eMCP,managed_mcp,,,fora do alvo,,768MB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ5A3BPGGA-046AIT.87K,MT2,eMCP,managed_mcp,,,fora do alvo,,768MB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ5A3BPGGA-046IT.87K,MT2,eMCP,managed_mcp,,,fora do alvo,,768MB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ5A3BPGGA-53AAT.87K,MT2,eMCP,managed_mcp,,,fora do alvo,,768MB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ5A3BPGGA-53AIT.87K,MT2,eMCP,managed_mcp,,,fora do alvo,,768MB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ5A3BPGGA-53IT.87K,MT2,eMCP,managed_mcp,,,fora do alvo,,768MB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ5A3BPGGA-53ITES.87K,MT2,eMCP,managed_mcp,,,fora do alvo,,768MB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ5A5BPGGA-046AAT.87J,MT2,eMCP,managed_mcp,,,fora do alvo,,1GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ5A5BPGGA-046AIT.87J,MT2,eMCP,managed_mcp,,,fora do alvo,,1GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ5A5BPGGA-046IT.87J,MT2,eMCP,managed_mcp,,,fora do alvo,,1GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ5A5BPGGA-53AAT.87J,MT2,eMCP,managed_mcp,,,fora do alvo,,1GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ5A5BPGGA-53AIT.87J,MT2,eMCP,managed_mcp,,,fora do alvo,,1GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ5A5BPGGA-53IT.87J,MT2,eMCP,managed_mcp,,,fora do alvo,,1GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ5A5BPGGA-53ITES.87J,MT2,eMCP,managed_mcp,,,fora do alvo,,1GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ6A6BPIET-046AAT.112,MT2,eMCP,managed_mcp,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ6A6BPIET-046AIT.112,MT2,eMCP,managed_mcp,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ6A6BPIET-046IT.112,MT2,eMCP,managed_mcp,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ6A6BPIET-046ITES.112,MT2,eMCP,managed_mcp,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ6A6BPIET-53AAT.112,MT2,eMCP,managed_mcp,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ6A6BPIET-53AIT.112,MT2,eMCP,managed_mcp,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ6A6BPIET-53IT.112,MT2,eMCP,managed_mcp,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ6A6BPIET-53ITES.112,MT2,eMCP,managed_mcp,,,fora do alvo,,2GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ6A9BPGET-046AAT.293,MT2,eMCP,managed_mcp,,,fora do alvo,,3GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ6A9BPGET-046AATES.293,MT2,eMCP,managed_mcp,,,fora do alvo,,3GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ6A9BPGET-046AIT.293,MT2,eMCP,managed_mcp,,,fora do alvo,,3GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ6A9BPGET-046AITES.293,MT2,eMCP,managed_mcp,,,fora do alvo,,3GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ9A9BPMET-046AAT.265,MT2,eMCP,managed_mcp,,,fora do alvo,,4GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ9A9BPMET-046AATES.265,MT2,eMCP,managed_mcp,,,fora do alvo,,4GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ9A9BPMET-046AIT.265,MT2,eMCP,managed_mcp,,,fora do alvo,,4GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ9A9BPMET-046AITES.265,MT2,eMCP,managed_mcp,,,fora do alvo,,4GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ9A9BPMET-046AUT.265,MT2,eMCP,managed_mcp,,,fora do alvo,,4GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29GZ9A9BPMET-046AUTES.265,MT2,eMCP,managed_mcp,,,fora do alvo,,4GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29RZ4C2DZZHGMM-25 I.42S,MT2,MCP,catalog,,,fora do alvo,,,confirmed,approved,,classe 'catalog' — largura nao se aplica
MT29RZ4C2DZZHGMM-3 I.42S,MT2,MCP,catalog,,,fora do alvo,,,confirmed,approved,,classe 'catalog' — largura nao se aplica
MT29RZ4C2DZZHGSK-18 W.80E,MT2,MCP,catalog,,,fora do alvo,,,confirmed,approved,,classe 'catalog' — largura nao se aplica
MT29RZ4C2DZZHGSK-25 W.80E,MT2,MCP,catalog,,,fora do alvo,,,confirmed,approved,,classe 'catalog' — largura nao se aplica
MT29TZZZ8D4BKFAH,MT2,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29V5D7GVESL-046I.216,MT2,eMCP,managed_mcp,,,fora do alvo,,34GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29V5D7GVESL-046IES.216,MT2,eMCP,managed_mcp,,,fora do alvo,,34GB,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4C4TKETF-25 W.6P4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4C4WKETF-18 W ES.6E4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4C4WKETF-18 W.6E4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4C4XKETF-18 W ES.6E4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4C4XKETF-18 W.6E4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D4BKEPK-18 W ES.94H,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D4BKEPK-18 W.94H,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D4BKESK-18 W.94H,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D4BKESK-18 WF.94H,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D4CKESK-18 WF.94H,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D4TKETF-25 W.6P4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D4WKETF-18 W ES.6E4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D4WKETF-18 W.6E4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D4WKETF-18 WB.6E4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D4WKETF-18WBES.6E4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D4XKETF-18 W.6E4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D5RKFEW-25 W ES.6U5,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D5RKFEW-25 W.6U5,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D5RKFEW-3 W ES.6U5,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ4D5RKFEW-3 W.6U5,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ6D4RKLMW-25 W ES.64V,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ6D4RKLMW-25 W.64V,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ6D4RKLMW-3 W ES.64V,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ6D4RKLMW-3 W.64V,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ6D4TKFEW-25 W.6G4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ6D5RKLMW-25 W ES.6T5,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ6D5RKLMW-25 W.6T5,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ6D5RKLMW-3 W.6T5,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8C4TKFEW-25 W.6H4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D4BKFSK-18 W ES.94L,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D4BKFSK-18 W.94L,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D4RKKEQ-25 W ES.6V4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D4RKKEQ-25 W.6V4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D4RKKEQ-3 W ES.6V4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D4RKKEQ-3 W.6V4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D4TKFEW-25 W.6H4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D4WKFEW-18 W ES.6D4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D4WKFEW-18 W.6D4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D4XKFEW-18 W ES.6D4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D4XKFEW-25 W.6D4,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D5BKFMW-18 W ES.6D5,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D5BKFMW-18 W.6D5,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D5BKFTF-18 W ES.95L,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D5BKFTF-18 W.95L,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D5BKFTF-18 WF.95L,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D5WKFMW-18 W ES.6D5,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D5WKFMW-18 W.6D5,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D5XKFMW-18 W ES.6D5,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29PZZZ8D5XKFMW-18 W.6D5,MT29P,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ4D4BKERL-125 W.94M,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ5D6DKFRL-093 W.9A6,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ5D6DKFRL-107 W ES.9A6,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ5D6DKFRL-107 W.9A6,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ5D6EKFRL-107 W.96R,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ5D6EKFRL-107 WH.96R,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ5D6JKFRL-107 W.96R,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ5D6JKFRL-107 WH.96R,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ5D6YKFAH-107 W.96N,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ5D6YKFAH-125 W.96N,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ5D6YKFAH-125 WF.96N,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ5D6YKFAH-125 WG.96N,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ5D7DKFRL-107 W.9A7,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ7C7DKKYL-107 W.97X,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ7D6EKKFB-107 W.96V,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ7D6JKKFB-107 W.96V,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ7D7DKLAH-107 W ES.9B7,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ7D7DKLAH-107 W.9B7,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ7D7EKKBT-107 W.97V,MT29TZZZ,uMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ7D7EKKBT-107 WH.97V,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ7D7JKKBT-107 W.97V,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ7D7JKKBT-107 WH.97V,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ7D7YKNCT-107 W ES.97P,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ7D7YKNCT-107 W.97P,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ8D4BKFRL-125 W.94K,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ8D4BKFRL-125 WF.94K,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ8D5BKFAH-125 W ES.95K,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ8D5BKFAH-125 W.95K,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ8D5BKFAH-125 WF.95K,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ8D5JKEPD-107 W.95T,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ8D5JKEPD-125 W.95T,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ8D5JKERL-107 W.95E,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ8D5JKETS-107 W ES.95Q,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
MT29TZZZ8D5JKETS-107 W.95Q,MT29TZZZ,eMCP,managed_mcp,,,fora do alvo,,,confirmed,approved,,classe 'managed_mcp' — largura nao se aplica
